"","X","Rxn_1","Rxn_2","Rxn_1_Min","Rxn_1_Max","Rxn_2_Min","Rxn_2_Max","v1","v2","Rxn1_Prod","Rxn2_Prod","g_min_Fluxes","g_max_Fluxes","l_min_Fluxes","l_max_Fluxes","Rxn_1_Class","Rxn_2_Class","class","size","flux","short","long","common","syna","Rxn1_submodule","Rxn2_submodule","species"
"727",109,"ECOAH2","3OAR80",-8.86501451794254,7.25139332381491,0,8.88249970307231,0,0,-1,0,0,-5.45696821063757e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",26,10.63099255904,12,13,1,0.961538461538462,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"728",110,"ECOAH2","3OAS100",-8.86501451794254,7.25139332381491,0,18.5891488631278,0,0,-1,0,0,6.1267102502427e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",37,15.2820518036197,17,20,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"729",111,"ECOAH2","3OAS60",-8.86501451794254,7.25139332381491,0,8.88249970307001,0,0,-1,0,0,1.38394851134649e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",26,10.63099255904,12,13,1,0.961538461538462,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"730",112,"ECOAH2","3OAS80",-8.86501451794254,7.25139332381491,0,8.88249970307235,0,0,-1,0,0,-5.48396883459645e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",26,10.63099255904,12,13,1,0.961538461538462,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"731",113,"ECOAH3","3HAD100",-8.86501451794084,2.39740744368919,0,18.5891488631278,3.15,0,-1,0,0,-2.27065033442386e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",33,13.9531777337525,10,17,6,0.818181818181818,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"732",114,"ECOAH3","3HAD40",-8.86501451794084,2.39740744368919,0,8.88249970307183,3.15,-0.0157822625544668,-1,0,0,-1.5795365015947e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",26,10.6309925590382,13,13,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"733",115,"ECOAH3","3HAD60",-8.86501451794084,2.39740744368919,0,8.88249970307001,3.15,0,-1,0,0,8.47176495621937e-13,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",26,10.6309925590382,13,13,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"734",116,"ECOAH3","3HAD80",-8.86501451794084,2.39740744368919,0,8.88249970307235,3.15,0,-1,0,0,-2.66382471636462e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",26,10.6309925590382,13,13,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"735",117,"ECOAH3","3OAR100",-8.86501451794084,2.39740744368919,0,18.5891488631278,3.15,0,-1,0,0,-2.27373675443232e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",33,13.9531777337525,10,17,6,0.818181818181818,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"736",118,"ECOAH3","3OAR40",-8.86501451794084,2.39740744368919,0,8.88249970307186,3.15,0,-1,0,0,-1.59161572810262e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",26,10.6309925590382,13,13,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"737",119,"ECOAH3","3OAR60",-8.86501451794084,2.39740744368919,0,8.88249970307004,3.15,0,-1,0,0,7.95807864051312e-13,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",26,10.6309925590382,13,13,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"738",120,"ECOAH3","3OAR80",-8.86501451794084,2.39740744368919,0,8.88249970307231,3.15,0,-1,0,0,-2.61479726759717e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",26,10.6309925590382,13,13,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"739",121,"ECOAH3","3OAS100",-8.86501451794084,2.39740744368919,0,18.5891488631278,3.15,0,-1,0,0,-2.27065033442386e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",33,13.9531777337525,10,17,6,0.818181818181818,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"740",122,"ECOAH3","3OAS60",-8.86501451794084,2.39740744368919,0,8.88249970307001,3.15,0,-1,0,0,8.47176495621937e-13,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",26,10.6309925590382,13,13,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"741",123,"ECOAH3","3OAS80",-8.86501451794084,2.39740744368919,0,8.88249970307235,3.15,0,-1,0,0,-2.66382471636462e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",26,10.6309925590382,13,13,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"742",124,"ECOAH4","3HAD100",-18.5716636780039,2.39740744368908,0,18.5891488631278,0.0930938291438849,0,-1,0,0,-2.03029815182276e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",15,4.98327776205057,6,9,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"743",125,"ECOAH4","3OAR100",-18.5716636780039,2.39740744368908,0,18.5891488631278,0.0930938291438849,0,-1,0,0,-2.03499439521693e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",14,4.65105924458004,6,8,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"744",126,"ECOAH4","3OAS100",-18.5716636780039,2.39740744368908,0,18.5891488631278,0.0930938291438849,0,-1,0,0,-2.03029815182276e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",15,4.98327776205057,6,9,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"745",127,"FACOAE120","3HAD120",0,83.9455705767346,0,30.5618210122596,0,0,0,0,0,-1.15862736072003e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",14,1.01709574758322,4,6,4,0.714285714285714,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis","iSSON_1240"
"746",128,"FACOAE120","3OAR120",0,83.9455705767346,0,30.5618210122595,0,0,0,0,0,-1.15960574476048e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",14,1.01709574758322,4,6,4,0.714285714285714,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis","iSSON_1240"
"747",129,"FACOAE120","3OAS120",0,83.9455705767346,0,30.5618210122596,0,0,0,0,0,-1.15862736072003e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",14,1.01709574758322,4,6,4,0.714285714285714,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis","iSSON_1240"
"748",130,"FACOAE160","3HAD160",0,83.9465245472153,0,30.5626919721627,-10.6065363204257,0,0,0,0,-9.67931013118317e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",14,1.66799311359931,6,6,2,0.857142857142857,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis","iSSON_1240"
"749",131,"FACOAE160","3OAR160",0,83.9465245472153,0,30.5626919721626,-10.6065363204257,0,0,0,0,-9.67474989010952e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",14,1.66799311359931,6,6,2,0.857142857142857,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis","iSSON_1240"
"750",132,"FACOAE160","3OAS160",0,83.9465245472153,0,30.5626919721627,-10.6065363204257,0,0,0,0,-9.67931013118317e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",14,1.66799311359931,6,6,2,0.857142857142857,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis","iSSON_1240"
"751",133,"FACOAE161","3HAD161",0,83.947644762527,0,30.5630906928685,0,0,0,0,0,-5.7726046165385e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",16,2.24682329531833,6,7,3,0.8125,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis","iSSON_1240"
"752",134,"FACOAE161","3OAR161",0,83.947644762527,0,30.5630906928685,0,0,0,0,0,-5.7726046165385e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",16,2.24682329531833,6,7,3,0.8125,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis","iSSON_1240"
"753",135,"FACOAE161","3OAS161",0,83.947644762527,0,30.5630906928685,0,0,0,0,0,-5.7726046165385e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",17,2.38724975127254,6,7,4,0.764705882352941,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis","iSSON_1240"
"754",136,"G3PAT160","ACPPAT160",0,67.8010327032908,0,220.346301803476,0.364511208037925,0,0,0,0,0.0627065127389339,0.0627065128352707,0.0627065127980888,"ELE_Rxns","ELE_Rxns","PSL",3,0.178713547885494,1,2,0,1,"Glycerophospholipid Metabolism","Glycerophospholipid Metabolism","iSSON_1240"
"755",137,"G3PAT160","APG3PAT160",0,67.8010327032908,0,67.8010327032847,0.364511208037925,-0.191805440183316,0,0,0,0.0627065128239619,0.0627065128352707,0.0627065128040911,"ELE_Rxns","ELE_Rxns","PSL",3,0.1787135478855,1,2,0,1,"Glycerophospholipid Metabolism","Glycerophospholipid Metabolism","iSSON_1240"
"756",138,"G3PAT161","ACPPAT161",0,51.8491463690913,0,220.34686191117,0,0,0,0,0,0.0739086666156228,0.0739086666937043,0.0739086666791307,"ELE_Rxns","ELE_Rxns","PSL",3,0.210639683935495,1,2,0,1,"Glycerophospholipid Metabolism","Glycerophospholipid Metabolism","iSSON_1240"
"757",139,"G3PAT161","APG3PAT161",0,51.8491463690913,0,51.8491463690751,0,0,0,0,0,0.0739086667037656,0.0739086666937043,0.073908666671803,"ELE_Rxns","ELE_Rxns","PSL",3,0.210639683935504,1,2,0,1,"Glycerophospholipid Metabolism","Glycerophospholipid Metabolism","iSSON_1240"
"758",140,"G5SD","NACODA",0,161.365063029796,0,96.8190378179191,0,0,0,0,0,-7.82122144826758e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",7,1.44450362666113,1,3,3,0.571428571428571,"Arginine and Proline Metabolism","Arginine and Proline Metabolism","iSSON_1240"
"759",141,"GART","GARFT",0,220.346607682447,-220.324617610446,12.1349943773465,0,0,0,-1,0.438048434859979,0.439801473708826,0.439801473708258,0.439801473706098,"ELE_Rxns","ELE_Rxns","RSL",3,1.25343410402081,1,2,0,1,"Purine and Pyrimidine Biosynthesis","Purine and Pyrimidine Biosynthesis","iSSON_1240"
"760",142,"GLCtex_copy1","GLCtex_copy2",-999.375312537814,10,0,1000,0,0,-1,0,0,10,10.0000000000026,1000,"pFBAOpt_Rxns","pFBAOpt_Rxns","PSL",2,19.0131235631073,1,1,0,1,"Transport, Outer Membrane Porin","Transport, Outer Membrane","iSSON_1240"
"761",143,"GLU5K","NACODA",0,161.365063029796,0,96.8190378179191,0,0,0,0,0,-7.82122144826758e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",7,1.44450362666113,1,3,3,0.571428571428571,"Arginine and Proline Metabolism","Arginine and Proline Metabolism","iSSON_1240"
"762",144,"GLUDy","GLUSy",-484.485353224284,219.921090265055,0,220.343166478115,0.000566003563373663,0,-1,0,NA,NA,0,-9.1873175733781e-11,"ELE_Rxns","ELE_Rxns","PSL",3,23.9436526550451,1,2,0,1,"Glutamate Metabolism","Glutamate Metabolism","iSSON_1240"
"763",145,"HACD1","3HAD100",-8.86501451794254,1000,0,18.5891488631278,0,0,-1,0,0,-3.36658193712186e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",34,14.2853962512142,17,17,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"764",146,"HACD1","3HAD40",-8.86501451794254,1000,0,8.88249970307183,0,-0.0157822625544668,-1,0,0,-2.49130577278933e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",27,10.96321107651,13,13,1,0.962962962962963,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"765",147,"HACD1","3HAD60",-8.86501451794254,1000,0,8.88249970307001,0,0,-1,0,0,2.06654415801921e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",27,10.96321107651,13,13,1,0.962962962962963,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"766",148,"HACD1","3HAD80",-8.86501451794254,1000,0,8.88249970307235,0,0,-1,0,0,-1.98273434707611e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",27,10.96321107651,13,13,1,0.962962962962963,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"767",149,"HACD1","3OAR100",-8.86501451794254,1000,0,18.5891488631278,0,0,-1,0,0,-3.41060513164848e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",34,14.2853962512142,17,17,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"768",150,"HACD1","3OAR40",-8.86501451794254,1000,0,8.88249970307186,0,0,-1,0,0,-2.50111042987555e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",27,10.96321107651,13,13,1,0.962962962962963,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"769",151,"HACD1","3OAR60",-8.86501451794254,1000,0,8.88249970307004,0,0,-1,0,0,2.04636307898909e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",29,11.6276481114511,13,16,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"770",152,"HACD1","3OAR80",-8.86501451794254,1000,0,8.88249970307231,0,0,-1,0,0,-1.97815097635612e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",27,10.96321107651,13,13,1,0.962962962962963,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"771",153,"HACD1","3OAS100",-8.86501451794254,1000,0,18.5891488631278,0,0,-1,0,0,-3.36658193712186e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",34,14.2853962512142,17,17,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"772",154,"HACD1","3OAS60",-8.86501451794254,1000,0,8.88249970307001,0,0,-1,0,0,2.06654415801921e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",27,10.96321107651,13,13,1,0.962962962962963,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"773",155,"HACD1","3OAS80",-8.86501451794254,1000,0,8.88249970307235,0,0,-1,0,0,-1.98273434707611e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",27,10.96321107651,13,13,1,0.962962962962963,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"774",156,"HACD2","3HAD100",-8.86501451794254,1000,0,18.5891488631278,0,0,-1,0,0,-3.43556784999446e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",34,14.2853962512076,16,17,1,0.970588235294118,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"775",157,"HACD2","3HAD40",-8.86501451794254,1000,0,8.88249970307183,0,-0.0157822625544668,-1,0,0,-2.41776737519572e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",27,10.9632110765081,13,13,1,0.962962962962963,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"776",158,"HACD2","3HAD60",-8.86501451794254,1000,0,8.88249970307001,0,0,-1,0,0,0,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",27,10.9632110765081,13,13,1,0.962962962962963,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"777",159,"HACD2","3HAD80",-8.86501451794254,1000,0,8.88249970307235,0,0,-1,0,0,-2.01141880928901e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",27,10.9632110765081,13,13,1,0.962962962962963,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"778",160,"HACD2","3OAR100",-8.86501451794254,1000,0,18.5891488631278,0,0,-1,0,0,-3.41060513164848e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",34,14.2853962512076,16,17,1,0.970588235294118,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"779",161,"HACD2","3OAR40",-8.86501451794254,1000,0,8.88249970307186,0,0,-1,0,0,-2.38742359215394e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",27,10.9632110765081,13,13,1,0.962962962962963,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"780",162,"HACD2","3OAR60",-8.86501451794254,1000,0,8.88249970307004,0,0,-1,0,0,0,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",27,10.9632110765081,13,13,1,0.962962962962963,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"781",163,"HACD2","3OAR80",-8.86501451794254,1000,0,8.88249970307231,0,0,-1,0,0,-2.0122570276726e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",27,10.9632110765081,13,13,1,0.962962962962963,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"782",164,"HACD2","3OAS100",-8.86501451794254,1000,0,18.5891488631278,0,0,-1,0,0,-3.43556784999446e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",34,14.2853962512076,16,17,1,0.970588235294118,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"783",165,"HACD2","3OAS60",-8.86501451794254,1000,0,8.88249970307001,0,0,-1,0,0,0,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",27,10.9632110765081,13,13,1,0.962962962962963,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"784",166,"HACD2","3OAS80",-8.86501451794254,1000,0,8.88249970307235,0,0,-1,0,0,-2.01141880928901e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",27,10.9632110765081,13,13,1,0.962962962962963,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"785",167,"HACD3","3HAD100",-8.86501451794084,1000,0,18.5891488631278,0,0,-1,0,0,-3.36658193712186e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",34,14.2853962512077,17,17,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"786",168,"HACD3","3HAD40",-8.86501451794084,1000,0,8.88249970307183,0,-0.0157822625544668,-1,0,0,-2.49130577278933e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",27,10.9632110765094,13,14,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"787",169,"HACD3","3HAD60",-8.86501451794084,1000,0,8.88249970307001,0,0,-1,0,0,2.06654415801921e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",27,10.9632110765094,13,14,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"788",170,"HACD3","3HAD80",-8.86501451794084,1000,0,8.88249970307235,0,0,-1,0,0,-1.98273434707611e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",27,10.9632110765094,13,14,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"789",171,"HACD3","3OAR100",-8.86501451794084,1000,0,18.5891488631278,0,0,-1,0,0,-3.41060513164848e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",34,14.2853962512077,17,17,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"790",172,"HACD3","3OAR40",-8.86501451794084,1000,0,8.88249970307186,0,0,-1,0,0,-2.50111042987555e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",27,10.9632110765094,13,14,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"791",173,"HACD3","3OAR60",-8.86501451794084,1000,0,8.88249970307004,0,0,-1,0,0,2.04636307898909e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",27,10.9632110765094,13,14,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"792",174,"HACD3","3OAR80",-8.86501451794084,1000,0,8.88249970307231,0,0,-1,0,0,-1.97815097635612e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",27,10.9632110765094,13,14,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"793",175,"HACD3","3OAS100",-8.86501451794084,1000,0,18.5891488631278,0,0,-1,0,0,-3.36658193712186e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",34,14.2853962512077,17,17,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"794",176,"HACD3","3OAS60",-8.86501451794084,1000,0,8.88249970307001,0,0,-1,0,0,2.06654415801921e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",27,10.9632110765094,13,14,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"795",177,"HACD3","3OAS80",-8.86501451794084,1000,0,8.88249970307235,0,0,-1,0,0,-1.98273434707611e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",27,10.9632110765094,13,14,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"796",178,"HACD4","3HAD100",-18.5716636780039,1000,0,18.5891488631278,0,0,-1,0,0,-3.36658193712186e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",15,4.98327776204448,6,9,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"797",179,"HACD4","3OAR100",-18.5716636780039,1000,0,18.5891488631278,0,0,-1,0,0,-3.41060513164848e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",15,4.98327776205139,6,9,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"798",180,"HACD4","3OAS100",-18.5716636780039,1000,0,18.5891488631278,0,0,-1,0,0,-3.36658193712186e-12,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",15,4.98327776205139,6,9,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iSSON_1240"
"799",181,"I2FE2SR","S2FE2SR",0,1.52521126043394e-06,0,0,0,0,0,0,0,1.9652901506024e-06,NA,NA,"ZeroFlux_Rxns","ZeroFlux_Rxns","PSL",2,3.73405103168e-06,1,1,0,1,"Cofactor and Prosthetic Group Biosynthesis","Cofactor and Prosthetic Group Biosynthesis","iSSON_1240"
"800",182,"I2FE2SS","S2FE2SS",0,0.000281036491536141,0,0.000281035857251891,0,0,0,0,0,-5.63389335184183e-11,NA,NA,"MLE_Rxns","MLE_Rxns","PSL",99,0.0042180346699255,32,56,11,0.888888888888889,"Cofactor and Prosthetic Group Biosynthesis","Cofactor and Prosthetic Group Biosynthesis","iSSON_1240"
"801",183,"I2FE2SS","S2FE2SS2",0,0.000281036491536141,0,0.00025548716839542,0,0,0,0,0,-1.79092296548333e-11,NA,NA,"MLE_Rxns","MLE_Rxns","PSL",85,0.00400865928349555,23,53,9,0.894117647058824,"Cofactor and Prosthetic Group Biosynthesis","Cofactor and Prosthetic Group Biosynthesis","iSSON_1240"
"802",184,"I2FE2SS","S2FE2ST",0,0.000281036491536141,0,2.75140589122186e-05,0,0,0,0,0,2.73702918675533e-05,NA,NA,"MLE_Rxns","MLE_Rxns","PSL",5,0.000145628158602785,1,1,3,0.4,"Cofactor and Prosthetic Group Biosynthesis","Cofactor and Prosthetic Group Biosynthesis","iSSON_1240"
"803",185,"I2FE2SS","S4FE4SR",0,0.000281036491536141,0,0.00025548716839542,0,0.000219129851792167,0,0,0,-1.79092296548333e-11,NA,NA,"MLE_Rxns","MLE_Rxns","PSL",85,0.00400865928349555,23,53,9,0.894117647058824,"Cofactor and Prosthetic Group Biosynthesis","Cofactor and Prosthetic Group Biosynthesis","iSSON_1240"
"804",186,"I2FE2SS","S4FE4ST",0,0.000281036491536141,0,0.00025548716839542,0,0,0,0,0,-1.79092296548333e-11,NA,NA,"MLE_Rxns","MLE_Rxns","PSL",85,0.00400865928349555,23,53,9,0.894117647058824,"Cofactor and Prosthetic Group Biosynthesis","Cofactor and Prosthetic Group Biosynthesis","iSSON_1240"
"805",187,"I2FE2SS","SCYSDS",0,0.000281036491536141,0,0.00107501126829135,0,0,0,0,0,-3.63513663614867e-11,NA,NA,"MLE_Rxns","MLE_Rxns","PSL",85,0.00422327940903152,28,53,4,0.952941176470588,"Cofactor and Prosthetic Group Biosynthesis","Cofactor and Prosthetic Group Biosynthesis","iSSON_1240"
"806",188,"I2FE2SS2","S2FE2SS",0,0.000255487719578311,0,0.000281035857251891,0,0,0,0,0,-5.61399815524055e-11,NA,NA,"MLE_Rxns","MLE_Rxns","PSL",85,0.00401368753287364,27,49,9,0.894117647058824,"Cofactor and Prosthetic Group Biosynthesis","Cofactor and Prosthetic Group Biosynthesis","iSSON_1240"
"807",189,"I2FE2SS2","S2FE2SS2",0,0.000255487719578311,0,0.00025548716839542,0,0,0,0,0,-2.79989365026267e-11,NA,NA,"MLE_Rxns","MLE_Rxns","PSL",87,0.00392613156708328,30,52,5,0.942528735632184,"Cofactor and Prosthetic Group Biosynthesis","Cofactor and Prosthetic Group Biosynthesis","iSSON_1240"
"808",190,"I2FE2SS2","S4FE4SR",0,0.000255487719578311,0,0.00025548716839542,0,0.000219129851792167,0,0,0,-2.79989365026267e-11,NA,NA,"MLE_Rxns","MLE_Rxns","PSL",87,0.00392613156708328,30,52,5,0.942528735632184,"Cofactor and Prosthetic Group Biosynthesis","Cofactor and Prosthetic Group Biosynthesis","iSSON_1240"
"809",191,"I2FE2SS2","S4FE4ST",0,0.000255487719578311,0,0.00025548716839542,0,0,0,0,0,-2.79989365026267e-11,NA,NA,"MLE_Rxns","MLE_Rxns","PSL",87,0.00392613156708328,30,52,5,0.942528735632184,"Cofactor and Prosthetic Group Biosynthesis","Cofactor and Prosthetic Group Biosynthesis","iSSON_1240"
"810",192,"I2FE2SS2","SCYSDS",0,0.000255487719578311,0,0.00107501126829135,0,0,0,0,0,-1.5759837879159e-10,NA,NA,"MLE_Rxns","MLE_Rxns","PSL",87,0.00405244286894546,28,57,2,0.977011494252874,"Cofactor and Prosthetic Group Biosynthesis","Cofactor and Prosthetic Group Biosynthesis","iSSON_1240"
"811",193,"I2FE2ST","S2FE2SS",0,1.9524444392146e-05,0,0.000281035857251891,1.9652901506024e-06,0,0,0,0,-5.61399815524055e-11,NA,NA,"MLE_Rxns","MLE_Rxns","PSL",5,0.000145628185871701,1,1,3,0.4,"Cofactor and Prosthetic Group Biosynthesis","Cofactor and Prosthetic Group Biosynthesis","iSSON_1240"
"812",194,"I2FE2ST","S2FE2ST",0,1.9524444392146e-05,0,2.75140589122186e-05,1.9652901506024e-06,0,0,0,0,2.73702918675533e-05,NA,NA,"MLE_Rxns","MLE_Rxns","PSL",11,0.000143294207125,2,5,4,0.636363636363636,"Cofactor and Prosthetic Group Biosynthesis","Cofactor and Prosthetic Group Biosynthesis","iSSON_1240"
"813",195,"I2FE2ST","SCYSDS",0,1.9524444392146e-05,0,0.00107501126829135,1.9652901506024e-06,0,0,0,0,-1.5759837879159e-10,NA,NA,"MLE_Rxns","MLE_Rxns","PSL",7,0.000155067076543807,2,3,2,0.714285714285714,"Cofactor and Prosthetic Group Biosynthesis","Cofactor and Prosthetic Group Biosynthesis","iSSON_1240"
